2758	<sen_neu> See Afro-Latin American, though I would personally merge that artiucle and this one,	Podívejme se na Afro - Latinskou Ameriku , I když bych osobně spojil tuhle a tuhle ,	[0, 0, 1]	ERR
2071	<sen_neg> I contest the deletion of this page because it is relevant to several notable issues, including EMTALA violations and hospital neglect.	Zpochybňuji zrušení této stránky , protože se týká několika významných otázek , včetně porušení EMTALA a zanedbávání nemocnic .	[0, 0, 0]	NOT
8064	<sen_neg> Filing a Wiki Admin complaint == * WP:AN * WP:ANI ==	Žádost o správu Wiki == * WP : AN * WP : ANI ==	[0, 0, 3]	NOT
3298	<sen_neu> Someday someone will understand who's right and who's left. EOD.	Jednoho dne někdo pochopí , kdo je vpravo a kdo vlevo .	[1, 1, 1]	ERR
5839	<sen_neu> I have put the link for you in google books as it highlights the section in yellow: [URL]	Dal jsem pro vás odkaz v Googlových knihách , jak zdůrazňuje sekci v žluté : [ URL ]	[0, 1, 1]	ERR
706	<sen_neg> These are facts, if you guys continue to delete this then you are just being censors. People want the TRUTH.	Tohle jsou fakta , pokud budete pokračovat v jejich vymazání , pak budete jen cenzoři .	[0, 0, 0]	NOT
4594	<sen_neg> So stop changing this, or you may find yourself in deep trouble.	Tak přestaň to měnit , nebo se můžeš dostat do hlubokých problémů .	[0, 0, 0]	NOT
1334	<sen_pos> Hello. I'm glad to be part of Wikipedia. I'm looking to apply my research skills here.	Ahoj . Jsem rád , že jsem součástí Wikipedie . Hledám uplatnit své výzkumné dovednosti tady .	[0, 0, 0]	NOT
9992	<sen_neu> are some journal titles ready to use for your edit. For anything else,	jsou některé tituly časopisu připravené k použití pro úpravu . Pro cokoliv jiného ,	[0, 0, 0]	NOT
921	<sen_neg> I feel you are a bit worry on this issue, aren't you ? Are you sure you talked to the right people at Grasset ?	Cítím , že se o to trochu bojíš , že ? Jsi si jistá , že jsi mluvila s těmi správnými lidmi v Grasset ?	[0, 0, 0]	NOT
5510	<sen_neg> Jmabel, what kind of site is this? A serious one, or a bad joke? This site must have true informations and not stupid jokes like Node do it!!!	Jmabel , jaký druh stránky to je ? Závažná , nebo špatný vtip ? Tato stránka musí mít skutečné informace a ne hloupé vtipy jako Node dělat to ! ! !	[0, 0, 0]	NOT
482	<sen_pos> I just noticed - Congratulations on the adminship!	Právě jsem si všiml - Blahopřejeme na správu !	[0, 0, 0]	NOT
8719	<sen_neg> Mangroves Forests are a Terrestrial Biome because Forests are Terrestrial Biomes, as in the WWF classification.	Mangrovské lesy jsou pozemním biomem , protože lesy jsou pozemními biomemi , jak je uvedeno v klasifikaci WWF .	[0, 0, 0]	NOT
437	<sen_neg> Unblock because over 5 dozen people can prove that david is a fucking faggot. Not to mention that atheists are sub humans. Kthnxbai.	Odblokujte , protože více než 5 tucty lidí mohou dokázat , že David je zasranej teplouš . Nemluvě o tom , že ateisté jsou pod lidmi .	[0, 0, 0]	NOT
1614	<sen_neu> placed in the sections presenting responses by other scholars	zařazeno do sekcí představujících odpovědi ostatních vědců	[1, 0, 0]	ERR
2069	<sen_neu> How is reconstructionism related to progressive education?	Jak je rekonstrukcionismus spojen s progresivním vzděláním ?	[0, 0, 0]	NOT
1132	<sen_neg> No vandalism, spamming, profanity, or hate messages on my page. Got it?	Žádný vandalismus , spam , profanita nebo nenávistné zprávy na mé stránce .	[0, 0, 1]	ERR
8709	<sen_pos> Hannah Montana May you please mark where you found this image at. We would really appriciate it.	Hannah Montana Můžete prosím zaznamenat , kde jste našel tento obrázek .	[0, 0, 0]	NOT
1613	<sen_neu> Wondering how to edit this U.S. County Entry? The WikiProject U.S. Counties standards might help.	Přemýšlíte , jak upravit tento U . S . County Entry ? WikiProjekt U . S . Counties standardy by mohly pomoci .	[0, 3, 0]	NOT
8526	<sen_neg> Shawn Brady (title assumed because editor left random message) I'm a little confused. What was not proper about the changes I made?	Shawn Brady ( Titel předpokládá , protože editor nechal náhodnou zprávu ) Jsem trochu zmatený . Co nebylo správné o změnách , které jsem udělal ?	[0, 1, 0]	ERR
5131	<sen_pos> Hi! Who wants to talk? I actually prefer to talk about the animal cruelty situation, but I got time for anything we throw at each other!	Ráda bych mluvila o tom , co se děje s zvířaty , ale mám čas na cokoliv , co na sebe vrhneme !	[0, 0, 1]	ERR
1582	<sen_neu> We're pretty laid-back, but the article on Virgin Media has now become something which it is not. Eradication precedes.	Jsme docela v pohodě , ale článek na Virgin Media se teď stal něčím , čím to není .	[1, 3, 1]	ERR
4720	<sen_neu> YOU LOVE SATAN!?! Not cool man. And you call yourself a Wikipedia editor...	A ty se jmenuješ editorem Wikipedie . . .	[1, 1, 1]	ERR
7434	<sen_neg> The user who attached the NPOV tag is not registered, but I have requested clarification on the IP address' talk page.	Uživatel , který připojil tag NPOV , není registrovaný , ale požádal jsem o vysvětlení na diskusní stránce IP adresy .	[0, 0, 0]	NOT
4419	<sen_neg> The sources are in the main works, you sorry sleaze. Don't edit my post again.	Zdroje jsou v hlavních dílech , omlouvám se sleaze . Neupravujte můj příspěvek znovu .	[0, 1, 1]	ERR
554	<sen_neu> This agrees with epidemiology in which Manganese concentrations at scrapie-affected sites were 2.5 times those of adjoining areas.	To souhlasí s epidemiologií , v níž koncentrace manganu v lokalitách ovlivněných scrapie byla 2 , 5krát vyšší než v přilehlých oblastech .	[0, 0, 0]	NOT
806	<sen_pos> actually i dont recall it having a zero but its dynamic so yeah.	Vlastně si nevzpomínám , že má nulu , ale jeho dynamika tak jo .	[0, 0, 0]	NOT
4113	<sen_neg> you deleted the article he wrote on my user can you please un-delete it or replace it thankyou ps sorry for deleting one of your pages	Vymazal jste článek , který napsal na mém uživateli můžete ho prosím odstranit nebo nahradit děkuji ps omlouvám se za vymazání jedné z vašich stránek	[0, 0, 1]	ERR
2798	<sen_neg> You deleted his but not mine? Why are you doing this just to prove a point. If you would just delete them you could end this.	Vymazal jste jeho , ale ne můj ? Proč to děláte jen proto , abyste dokázali bod . Pokud byste je prostě vymazali , můžete to skončit .	[0, 1, 0]	ERR
5750	<sen_pos> Nope trying to figure out myself, got to use it more to learn ;)	Ne , snažím se přijít na to sám , musím to používat víc , abych se naučil ; )	[0, 0, 0]	NOT
5732	<sen_neg> Microwave Oven Please do not add nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.	Mikrovlnná trouba Prosím , nepřidejte nonsense do Wikipedie . Je považován za vandalismus . Pokud byste chtěli experimentovat , použijte písečnou skříňku . Děkujeme .	[0, 1, 1]	ERR
2700	<sen_neg> More reading and less deleting please, or you are not worth your admin status.	Více čtení a méně vymazání prosím , nebo jste nestojí za svůj správce status .	[0, 0, 1]	ERR
820	<sen_neg> Moronvilliers was totally destroyed in WWI and was also a dite for French dry-nuclear testing?	Moronvilliers byl v první světové válce úplně zničen a byl také důstojníkem pro francouzské sucho - jaderné testy ?	[0, 0, 0]	NOT
9688	<sen_neg> you would have an anti-communist box on your page, wouldn't you?	Měl bys na své stránce antikomunistickou skříňku , že ?	[0, 1, 0]	ERR
4233	<sen_neu> Wikipedia:Miscellany for deletion/Easter Bradford	Wikipedia : Všechno pro vymazání / Easter Bradford	[0, 1, 0]	ERR
1535	<sen_neu> Will you make the change to both engineering articles?	Uděláte změnu na oba inženýrské články ?	[0, 0, 0]	NOT
7379	<sen_neu> I'm not sure about the validity of the second purpose of lighting farts, but don't have a problem with it lol.. anyone else?	Nejsem si jistý o platnosti druhého účelu osvětlení prdů , ale nemáš s tím problém lol . . někdo jiný ?	[1, 1, 0]	ERR
6723	<sen_neg> Go fuck yourself this ain't any of your business and i fucking know what tor is. Asshole.	Běž si do prdele , tohle není tvoje věc a já kurva vím , co to je .	[1, 1, 1]	ERR
1306	<sen_neu> Admit it...we live in the NY Metropolitan area. Like Jersey, Rockland, Westchseter and Nassau. Shouldnt you root for your hometown teams?	Přiznejte to . . . žijeme v oblasti NY Metropolitan . Jako Jersey , Rockland , Westchseter a Nassau . Neměl byste kořenit pro své rodné město týmy ?	[0, 0, 1]	ERR
1206	<sen_neu> I'll look into it. Also, we could get a picture of a cross section of soil with horizons, eh?	Taky bychom mohli získat obrázek průřezu půdy s obzory , co ?	[0, 0, 1]	ERR
8606	<sen_neg> It's got nothing to do with race, it's got everything to do with the fact that Murali is a chucker!	Nemá to nic společného s rasou , má to všechno společné s tím , že Murali je šašák !	[0, 0, 0]	NOT
5237	<sen_neg> you are a chicken shit cock sucking pussy bastard!	Jsi kuřej hajzl čurák šukání kočka bastard !	[1, 1, 3]	ERR
7469	<sen_neu> existent sourcing for controversial assertions in articles, and edit wars and other types of nonconstructive conflict among editors.	existující zdroj pro kontroverzní tvrzení v článku , a edit války a jiné typy nekonstruktivní konflikty mezi editory .	[0, 0, 0]	NOT
9964	<sen_neu> I'm not sure this should redirect to the central committee of the CPSU - as there were several. Every communist party had one.	Nejsem si jistý , jestli by se to mělo přesměrovat do centrálního výboru CPSU - protože jich bylo několik . Každá komunistická strana měla jeden .	[1, 0, 0]	ERR
8895	<sen_pos> greatstory== this story was completely correct on it and PERFECT grammar! I think whoever wrote this should be an author	greatstory== tahle historka byla naprosto správná na to a PERFECT gramatika ! Myslím , že kdokoliv napsal tohle by měl být autor	[0, 0, 0]	NOT
9675	<sen_neg> Check out [URL] and [URL] You can more easily argue there—most of the time.	Podívejte se na [ URL ] a [ URL ] Můžete se tam snadněji hádat – většinou .	[0, 0, 0]	NOT
3733	<sen_neu> What if I gets myself a new IP? What happens then?	Co když si dostanu nové IP ? Co se pak stane ?	[0, 0, 0]	NOT
9635	<sen_neg> I thought it was the same picture, with background. Anyway, the third picture is better.	Myslel jsem , že je to stejná fotka , s pozadí . Každopádně , třetí fotka je lepší .	[0, 0, 0]	NOT
6337	<sen_neg> You know of course that I don't understand what you are talking about right? banners? bots?	Víš samozřejmě , že nechápu , o čem to mluvíš , že ne ? Bannery ? Boty ?	[0, 0, 0]	NOT
1713	<sen_pos> Literary Maven reviewed it. I'll take a quick look at it now. Thanks for putting up the article!	Literary Maven to přezkoumal . Teď se na to rychle podívám . Díky , že jste tu článek postavili !	[0, 1, 0]	ERR
1076	<sen_neg> The whole talk page you refer to is a warzone lacking any level of faith.	Celá ta stránka , na kterou se odkazujete , je válečná oblast bez jakékoliv úrovně víry .	[0, 0, 0]	NOT
5432	<sen_pos> Nah, I did the same don't worry. Hey Everyone nice work. Especially thanks Janet for starting us off.	Ne , udělala jsem to samé , nedělej si starosti . Ahoj , všichni hezká práce .	[0, 0, 0]	NOT
3423	<sen_neu> I LOVE SUCKING COCK! GIVE ME CUM OR GIVE ME DEATH!	Líbí se mi kouřit ! Dej mi dítě nebo dej mi smrt !	[1, 1, 1]	ERR
5543	<sen_pos> Cool. I added it to the foreign relations section of the Somaliland main page, though I don't know how long it will stay there. Cheers!	Přidal jsem ho do sekce zahraničních vztahů hlavní stránky Somalilandu , i když nevím , jak dlouho tam zůstane .	[0, 0, 0]	NOT
9940	<sen_neg> you are a liar , you are changing and stealing turkish history . please stop what you doing . regards	Jsi lhář , měníš a kradeš tureckou historii . Prosím , přestaň s tím , co děláš .	[0, 0, 0]	NOT
4491	<sen_pos> Thanks for your ideas. I have been working on articles all night so I can spend some time with family...I will try my best to follow the rules.	Díky za vaše nápady . Pracoval jsem na články celou noc , takže můžu strávit nějaký čas s rodinou . . . Pokusím se co nejlépe , abych se dodržel pravidel .	[0, 0, 0]	NOT
8281	<sen_neu> It is possible to include the awards and recognitions received by GMA News and Public Affairs?	Je možné zahrnout ocenění a uznání obdržené GMA News and Public Affairs ?	[1, 0, 0]	ERR
6683	<sen_pos> I just watched an awesome video on YouTube, click here to see a Tribute to Alphonse Elric.	Právě jsem viděl úžasné video na YouTube , klikněte zde , abyste viděli Tribute Alphonse Elric .	[0, 0, 0]	NOT
8643	<sen_neg> im sorry but you need to just leave wikipedia alone john cd coz i curse u dat u die in 10 mins	Je mi líto , ale musíte jen nechat wikipedia sám John cd coz jsem proklínat u dat umřít za 10 minut	[0, 0, 0]	NOT
1303	<sen_neg> you continue to vandalize Wikipedia, you will be blocked from editing. :''If	budete pokračovat v vandalizování Wikipedie , budete blokováni z editace . : ' ' Pokud	[0, 0, 0]	NOT
6773	<sen_neg> I simply retitled it in the first place, but you moved it back and I don't know how to revert your move.	V první řadě jsem to prostě přejmenoval , ale ty jsi to přesunul zpátky a já nevím , jak to vrátit .	[0, 0, 0]	NOT
7640	<sen_neg> Dragon surfs the skies, another day flies bys. Another rhyme passes through, another being receives their dues.	Dračí surfuje na obloze , další den proletí kolem . Další ryma prochází , další bytost přijímá jejich příspěvky .	[1, 3, 1]	ERR
8487	<sen_neu> I use ST to create songs. I've mostly created Techno, Ind. Techno, House, Trance, and mayble a little more. -)	Většinou jsem vytvořil Techno , Ind . Techno , House , Trance a možná ještě trochu víc . - )	[0, 1, 0]	ERR
5826	<sen_neg> Well I can't find it on the list but nonetheless I got the spamblock page when I tried to fix the link	No , nemůžu ho najít na seznamu , ale přesto jsem dostal spamblock stránky , když jsem se pokusil opravit odkaz	[0, 0, 0]	NOT
6930	<sen_neg> Are you naughty or nice? If nice, then you never touch the sandbox!	Jestli je to hezké , tak se nikdy nedotkneš pískovnice !	[0, 0, 1]	ERR
738	<sen_neg> What is the source? He never states this on his website or blog.	Jaký je zdroj ? Nikdy to neuvádí na své webové stránce nebo blogu .	[0, 0, 0]	NOT
6533	<sen_neu> I'll get your thoughts first, and then after maybe we can take it to Talk to discuss with others and get further approval.	Nejdřív se podívám na tvé myšlenky , a potom si to možná vezmeme k projednání s ostatními a získáme další schválení .	[0, 0, 0]	NOT
1789	<sen_pos> The initial content on this page was fairly directly copied from [URL] but is COPYRIGHT-FREE (it's U.S.-federal-government sponsored).	Původní obsah této stránky byl poměrně přímo zkopírován z [ URL ] , ale je COPYRIGHT - FREE ( to je sponzorováno U . S . - federální vlády ) .	[0, 1, 0]	ERR
5643	<sen_neg> Must it really say that he is best known for Bart's Nightmare? It is the exact opposite of what he would have wanted.	Musí to opravdu říct , že je nejznámější z Bartova Noční můry ? Je to přesně opak toho , co by chtěl .	[0, 0, 0]	NOT
8761	<sen_neu> I checked google, couldn't find anything that isn't trivial mentions, I redeleted it. Sports!	Zkontroloval jsem Google , nemohl jsem najít nic , co není triviální zmínky , Znovu jsem ho . Sportovní !	[0, 0, 0]	NOT
9766	<sen_neg> The british media does not use the term british isles nor does the media in any country i have been to so your facs seem to be outdated.	Britské média nepoužívají termín britské ostrovy ani média v žádné zemi , kde jsem byl , takže vaše tváře se zdá být zastaralé .	[0, 0, 1]	ERR
6300	<sen_neu> Well, I do hear that we are going back to 12B's soon, so there's hope yet	No , slyšel jsem , že se brzy vrátíme do 12B , takže je ještě naděje .	[0, 0, 0]	NOT
1799	<sen_pos> Enjoy the books - take your time - will be still mulling over which railway art goes up next	Užijte si knihy - vezměte si čas - bude stále přemýšlet nad tím , který železniční umění jde nahoru další	[1, 0, 0]	ERR
8746	<sen_pos> It won't be finished until next spring, but I'd be happy to send you a copy. I'm so glad someone else cares about the topic!	Nebude to hotové do příštího jara , ale rád vám pošlu kopii . Jsem tak rád , že někdo jiný se stará o toto téma !	[0, 0, 0]	NOT
9130	<sen_neu> And now we cannot edit at all, preventing me from hitting the unsourced material with tags. Very big and very clever, hey?	A teď nemůžeme vůbec editovat , což mi brání v tom , abych narazil na neposkytovaný materiál štítky .	[0, 0, 0]	NOT
6392	<sen_neg> I have removed the flagging and ask that it not be reinstated until some reasonable discussion has taken place.	Odstranil jsem označení a žádám , aby nebylo obnoveno , dokud se neproběhne nějaká rozumná diskuze .	[0, 0, 0]	NOT
8646	<sen_pos> Great detective work typer525 i hope you find that dang vandal.	Skvělá detektivní práce typer525 Doufám , že najdete ten Dang vandal .	[1, 0, 0]	ERR
6103	<sen_pos> Lefties This is for anybody I'm hoping to take up violin and I am a leftie. I'd like to know some thoughts on what a violin letie should do. Zeke	Lefties To je pro každého , kdo doufám , že si vezmu housle a jsem levicový . Rád bych věděl , co by měl dělat housle letie . Zeke	[0, 0, 0]	NOT
7827	<sen_neg> This address has been blocked for 48 hours for being used for evasion of an existing block - see Wikipedia:Blocking_policy#Evasion_of_blocks.	Tato adresa byla blokována 48 hodin , protože byla použita k vyhýbání se existujícímu bloku - viz Wikipedia : Blocking_policy#Evasion_of_blocks .	[0, 0, 0]	NOT
9344	<sen_neg> This article appears to be an essay, entirely without references.	Tento článek se zdá být esej , zcela bez odkazů .	[0, 0, 0]	NOT
9358	<sen_neg> CAN I ASK WHY THIS 'C. FRED' DUDE IS ALL OVER BABY GIRL'S ARTICLE LIKE IF HE'S A FAN???????	"Můžu se zeptat , proč je tenhle "" C . FRED "" DUDE celý o děvčátek článek , jako když je to fanda ? ? ? ? ? ? ?"	[0, 1, 0]	ERR
7511	<sen_neg> Do not merge These are distinct ideas that deserve separate articles.	Nelze sloučit Jedná se o odlišné myšlenky , které si zaslouží samostatné články .	[0, 0, 0]	NOT
8975	<sen_neu> So, can he be added now? It's been a while..... -Light.	Je to už nějakou dobu . . . - Světlo .	[0, 0, 0]	NOT
3287	<sen_neg> to scholarly content''' - But not to Anatolian model	k vědeckému obsahu ' ' ' - Ale ne k Anatolijskému modelu	[0, 0, 0]	NOT
4338	<sen_pos> Thank you for your insight, cheers to both of you's.	Díky za váš vhled , zdravím vás oba .	[0, 0, 0]	NOT
4970	<sen_pos> Okay. This particular revision can revert. Your thinking is reasonable.	Dobře , tahle revize se může vrátit , vaše myšlení je rozumné .	[0, 0, 0]	NOT
2980	<sen_neg> I want you to restore it if you are going to leave the rest of it. You have no right to edit my talk on this page.	Chci , abyste ji obnovili , pokud chcete opustit zbytek . Nemáte právo upravit můj rozhovor na této stránce .	[0, 0, 0]	NOT
6172	<sen_neg> should we mention that this beer nearly tops the truly disgusting beer list?	Měli bychom zmínit , že toto pivo je skoro na prvním místě na seznamu opravdu nechutných piv ?	[0, 0, 0]	NOT
2854	<sen_neu> Then there are the very, very similar special effects for Hiro's and Peter's time stop.	Pak jsou tu velmi , velmi podobné speciální efekty pro časové zastavení Hira a Petera .	[0, 0, 0]	NOT
6419	<sen_neg> Hey, i sense a vanity picture. Whatever, I have no interest in deleting it unless someone can find a clearer picture of an actual snowball fight.	Cokoliv , nemám zájem ho vymazat , dokud někdo nenajde jasnější fotku skutečné sněhové koule .	[0, 0, 0]	NOT
440	<sen_neg> I reverted the vandalism to the Dub music article on 01/05. Please refrain from making an edit without giving an edit summary.	Vrátil jsem vandalismus do článku o hudbě Dubu dne 01 / 05 . Prosím , zdržte se úpravy , aniž byste dali shrnutí úpravy .	[0, 0, 0]	NOT
5879	<sen_neg> Surely the nuclear weapon ought to be at the other end of the table?	Jaderné zbraně by určitě měly být na druhém konci tabulky ?	[0, 0, 0]	NOT
7892	<sen_pos> Nah, Furtado's just interesting; Stefani's still the queen. )	Ne , Furtado je prostě zajímavý ; Stefani je stále královna . )	[0, 0, 0]	NOT
8894	<sen_neu> HAHAHA you're never gonna find my IP address. Lorna's cuddly and girls in the latency phase are SO cute	HAHAHA nikdy nenajdeš můj IP adresu . Lorna je hezká a holky v latenční fázi jsou tak roztomilé	[0, 0, 0]	NOT
7066	<sen_neg> The content of this article was copied from the Answers.com web site.	Obsah tohoto článku byl kopírován z internetových stránek Answers . com .	[0, 0, 0]	NOT
9777	<sen_neu> Hi and welcome to Wikipedia. The MoMK article could certainly use a fresh set of eyes or two, so I hope you stick around.	Ahoj a vítejte na Wikipedii . Článek MoMK by určitě mohl použít nový set očí nebo dva , takže doufám , že se budete držet .	[0, 0, 0]	NOT
2975	<sen_pos> k thank you but try to put some his new pics of mohombi tcz	K děkuji , ale pokuste se dát některé jeho nové fotky mohombi tcz	[0, 0, 1]	ERR
6168	<sen_pos> Can I just say that this article is very well done for the 1st write up. Very impresssive.	Mohu jen říci , že tento článek je velmi dobře pro první napsat . Velmi dojemné .	[1, 0, 0]	ERR
4486	<sen_neg> Indeed a reliable source and I think RIAA just hasn't updated their database yet.	Opravdu spolehlivý zdroj a myslím , že RIAA ještě nezaktualizovala svou databázi .	[0, 0, 0]	NOT
1670	<sen_neg> Where???? Where's your evidence for why I should be blocked??	Kde ? Kde je tvůj důkaz , proč bych měl být zablokován ?	[0, 0, 0]	NOT
6053	<sen_neg> Where does Avicenna say this? And why did you also remove Shen Kuo? Regards,	Kde to Avicenna říká ? A proč jste také odstranil Shen Kuo ?	[0, 0, 0]	NOT
5567	<sen_neu> Stop using foreign names to this Polish city of mine. PolskiNarodowiec1985~~	Přestaň používat cizí jména do tohoto mého polského města . PolskiNarodowiec1985~~	[0, 0, 1]	ERR
4572	<sen_neg> How that applies to stuff for 0x10^c as a game is certainly something is not a settled question yet.	Jak se to vztahuje na věci pro 0x10^c jako hra je určitě něco není vyřešená otázka ještě .	[3, 0, 0]	NOT
398	<sen_neu> Not to worry then bigboy, Have now enacted WP:MEDRS per agreement with TG above.	Nemějte obavy , pak bigboy , Nyní přijaly WP : MEDRS podle dohody s TG výše .	[0, 3, 0]	NOT
4461	<sen_neg> It is a complete list now and too big for the original article since that is now updated to please do not merege and keep this as a separate page	Je to kompletní seznam nyní a příliš velký pro původní článek , protože je nyní aktualizován , aby se prosím neomýlit a udržet to jako samostatnou stránku	[0, 0, 0]	NOT
9708	<sen_neg> I'm afraid I'm not going to explain myself to you anymore Roux. Try and ADD to the community...CONTRIBUTION.	Obávám se , že už se vám nebudu vysvětlovat Roux . Snažte se přidat do komunity . . . KONTAKT .	[0, 0, 0]	NOT
2039	<sen_pos> EUGENE WAS HERE!!!!!!!!!!!!! AMOS CHUG MONSTER YEAH!!!! IM going to miss you	EUGENE byl tady ! ! ! ! ! ! ! ! AMOS CHUG MONSTER Yeah ! ! ! ! IM se mi stýskáš	[3, 1, 1]	ERR
7586	<sen_pos> I've also added Stein to nursing categories for German, military, and researchers.	Přidal jsem Steina také do kategorií ošetřovatelů pro Němce , vojáky a výzkumníky .	[0, 0, 0]	NOT
3402	<sen_neg> Also, what I say to Stardust is my business so get lost!	A co říkám Stardustovi , je moje věc , tak se ztrať !	[0, 0, 0]	NOT
7358	<sen_neg> Trying to move a monument with buried soldiers under it is disgraceful!	Snažit se přesunout pomník s pohřbenými vojáky pod ním je hanebné !	[0, 0, 0]	NOT
4798	<sen_neg> UT DougiePooh, It definitly WAS an attack! Don't you get snide with me!	UT DougiePooh , rozhodně to byl útok !	[0, 0, 0]	NOT
545	<sen_neu> Now for the last time - thank you and keep up the good work. (Please blank this discussion.) I am now disabling my email and scrambling my password.	Nyní naposledy - děkuji a pokračujte v dobré práci . ( Prosím vynechte tuto diskusi . ) Nyní deaktivuji svou e - mailovou adresu a smažuji heslo .	[0, 0, 0]	NOT
4344	<sen_neg> Can't sleep, clown will eat me, go fuck yourself you piece of hog anus.	Nemůžu spát , klaun mě sežere , půjdeš si zahrávat s tím kusem hog anusu .	[1, 1, 1]	ERR
5383	<sen_neg> all kiudding aside, it's just about basic distinctions here.	Odpusťme to , je to jen o základních rozdílech .	[0, 0, 0]	NOT
9291	<sen_neg> So i heard that saint chris lost his sainthood from someone. what the hell is this? Please tell me that this isn't true.	Tak jsem slyšel , že svatý chris ztratil od někoho svatství . Co to sakra je ?	[1, 0, 0]	ERR
9885	<sen_neg> And no, it's not game over because I'm not Fragments of Jade.	A ne , není to konec hry , protože nejsem Fragments of Jade .	[0, 0, 0]	NOT
8932	<sen_neg> this is a stupid idea. all it is doing is adding junk to an already good page	Tohle je hloupá myšlenka . vše , co dělá , je přidání odpadu na již dobré stránky	[0, 0, 0]	NOT
5536	<sen_neg> What do you mean this article needs original research? The quotations from Quran itself is an original research citation to refer to the article.	Co tím myslíte , že tento článek potřebuje původní výzkum ? Kázání z Koranu samotného je původní výzkumné citace odkazovat na článek .	[0, 0, 0]	NOT
2832	<sen_neg> The link in the reference section no longer works.	Odkaz v referenční sekci již nefunguje .	[0, 0, 0]	NOT
9320	<sen_neg> am not sure how you can say it is not constructive. I	Nejsem si jistý , jak můžete říct , že to není konstruktivní .	[0, 0, 0]	NOT
3653	<sen_neg> bot message in error; automtated mssage says to dlete erronrous tags.. -	Bot zpráva v chybě ; automatizované mssage říká smazat erronrous tagy . . -	[0, 0, 3]	NOT
4131	<sen_pos> He mentions the apartheid controversy in great detail in his autobiography. )	Zmiňuje spor o apartheid velmi podrobně ve své autobiografii . )	[0, 0, 0]	NOT
2116	<sen_neg> I was wondering since I went to Hargeisa the airport's name is Egal International Airport so I suggest changing the incorrect name of the airport.	Byl jsem zvědavý , protože jsem šel do Hargeisa letiště je název Egal International Airport , takže navrhuji změnit nesprávné jméno letiště .	[0, 0, 0]	NOT
5191	<sen_neg> I am a student at Criminal Law. I have never heard of the above alleged laws posted by a Purrum.	Jsem studentem trestního práva . Nikdy jsem neslyšel o výše uvedených údajných zákonech zveřejněných Purrum .	[0, 0, 0]	NOT
9090	<sen_neg> You have to be more specific about these issues to add your tags Coolcat.	Pro přidání štítků Coolcat musíte být o těchto otázkách konkrétnější .	[0, 0, 0]	NOT
8162	<sen_neg> this article - good or bad?=== my opinion is an ambiguous relationship =	tento článek - dobrý nebo špatný ? === můj názor je nejasný vztah =	[0, 0, 0]	NOT
3792	<sen_neu> to be correct about where the number is coming from (Quantcast number	aby bylo správné o tom , odkud číslo přichází ( Quantcast číslo	[0, 0, 0]	NOT
1382	<sen_neu> In my view, it was fair, since it came from the kubrick page on wikipedia.	Podle mého názoru , bylo to fér , protože to přišlo z kubrick stránky na wikipedia .	[0, 0, 0]	NOT
6561	<sen_neu> RBD was sold in Spain 40.000 CDs. Empezar Desde Cero is gold in Spain. And is Platium in Mexico	RBD bylo prodáno ve Španělsku 40 . 000 CD . Empezar Desde Cero je zlato ve Španělsku . A je Platium v Mexiku	[0, 0, 0]	NOT
7743	<sen_neg> Wondering if doublespeak haven't more to do with equivocation and/or amphibology than euphemism ?	Zajímalo by mě , jestli dvojkřik nemá víc společného s vyvoláním a / nebo amphibologií než s eufemismem ?	[0, 0, 1]	ERR
3442	<sen_neg> If you can merge the content from into the History of Paris article and sub articles Siefkin none of your work will be be lost.	Pokud můžete sloučit obsah z do historie Paříže článek a pod články Siefkin žádná z vašich prací nebude ztracena .	[0, 0, 0]	NOT
4862	<sen_neg> You can rationalize your dishonesty however you want but even wikipedia has an article on the ground zero mosque asswhipe	Můžete racionalizovat svou nečestnost však chcete , ale dokonce wikipedia má článek na zemi nula mešita asswhipe	[3, 1, 1]	ERR
1399	<sen_neg> I put it on the history the best I could you cunt. Now go fuck your mother.	Dal jsem to do historie to nejlepší , co jsem mohl , děvko .	[1, 3, 1]	ERR
341	<sen_neg> In the meantime, I'd ask both of you to stop reverting as you have already broken the three revert rule	Mezitím bych vás oba požádal , abyste přestali opakovat , protože už jste porušili pravidlo tří opakování .	[1, 0, 0]	ERR
4776	<sen_neu> How's ? That looks practically the same to me as unformatted brackets. And how about ? —	To mi připadá prakticky stejné jako neformátované závorky . A co třeba ? -	[0, 0, 0]	NOT
2737	<sen_neu> Exactly what me and Sonia were 'discussing' too!, when the horrid orange message bar appeared. -	"Přesně to , co jsme se mnou a Sonií "" rozmlouvali "" také ! , když se objevila hrozná oranžová zpráva ."	[0, 0, 0]	NOT
6546	<sen_neu> I've moved the discussion/concern to Talk:Malcolm x, thanks.	Přesunula jsem diskuzi na Talk : Malcolm x , díky .	[0, 0, 0]	NOT
9120	<sen_neu> MY PAGE WAS DELETED!!!!!!!!!!!!!!!!!!!!!!!!11- MANGO_KAT!!!!! FIRE RAGE	Moje stránka byla odstraněna ! ! ! ! ! ! ! ! ! ! ! ! ! ! 11 - MANGO_KAT ! ! ! ! ! Ohnivá plocha	[0, 0, 0]	NOT
